gene_id	transcript_id(s)	3h_Sal-Brk-dark_2	3h_Sal-Brk-dark_3	3h_Sal-Brk-light_2	3h_Sal-Brk-light_3	3h_Ubi-Brk-light_2	3h_Ubi-Brk-light_3
FBgn0000721	FBtr0089304,FBtr0089306,FBtr0089307,FBtr0089308,FBtr0089309,FBtr0089310,FBtr0089312,FBtr0100363,FBtr0301399,FBtr0446099,FBtr0473363,FBtr0473364,FBtr0473365	4152.00	3527.00	5144.00	4210.00	5143.00	5582.00
FBgn0000723	FBtr0082051,FBtr0082052,FBtr0082053,FBtr0082054,FBtr0333295,FBtr0333296,FBtr0479757	5306.00	4823.00	5513.00	5367.00	5063.00	5486.00
FBgn0000808	FBtr0332308,FBtr0332309,FBtr0332310,FBtr0347416	31.00	43.00	38.00	9.00	63.00	65.00
FBgn0000810	FBtr0070396	2679.00	2554.00	2995.00	2982.00	2777.00	2850.00
FBgn0000826	FBtr0070234	8.00	22.00	23.00	23.00	48.00	39.00
FBgn0000927	FBtr0070485	1.00	0.00	1.00	0.00	2.00	1.00
FBgn0000928	FBtr0070484	18.00	29.00	22.00	22.00	32.00	52.00
FBgn0000964	FBtr0301669,FBtr0329891	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0000996	FBtr0087387,FBtr0339999	6765.00	6418.00	5759.00	6486.00	4775.00	4349.00
FBgn0001075	FBtr0077478	43202.00	39894.00	46634.00	42633.00	49255.00	45130.00
FBgn0001077	FBtr0081625	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0001078	FBtr0075086,FBtr0075087,FBtr0304627,FBtr0347045	5067.00	4089.37	3670.30	4168.73	4713.04	3592.53
FBgn0001079	FBtr0074602	2282.00	1991.00	2455.00	2450.00	2512.00	2532.00
FBgn0001083	FBtr0073580,FBtr0112806,FBtr0342733	2736.00	3452.00	3969.00	3802.00	4369.00	4476.00
FBgn0001084	FBtr0079712,FBtr0331992	972.00	876.00	1145.00	1055.00	1223.00	1331.00
FBgn0001085	FBtr0075743,FBtr0330102	5981.00	7472.00	7588.00	7879.00	6815.00	7032.00
FBgn0001086	FBtr0080833	8423.00	8386.00	7850.00	8720.00	7841.00	7421.00
FBgn0001087	FBtr0073842,FBtr0331709,FBtr0331710	5043.00	4620.00	5256.00	5293.00	5186.00	5365.00
FBgn0001089	FBtr0079230,FBtr0332603	34.00	18.00	24.00	13.00	39.00	3.00
FBgn0001090	FBtr0074656,FBtr0074657,FBtr0074658,FBtr0074659	60684.00	87792.00	97465.00	86092.00	140018.00	117225.00
FBgn0001091	FBtr0088903,FBtr0100479	19102.00	16146.00	15571.00	18003.00	15632.00	15036.00
FBgn0001092	FBtr0074112,FBtr0332618	32647.00	29161.00	34555.00	34019.00	34169.00	33845.00
FBgn0001098	FBtr0089496,FBtr0089497,FBtr0089498,FBtr0335205	32872.00	29033.00	32545.00	33123.00	35410.00	33400.00
FBgn0001099	FBtr0091757,FBtr0334082,FBtr0346516	189.00	213.45	251.00	238.00	243.00	265.00
FBgn0001104	FBtr0076934	11628.00	11652.00	12429.00	12588.00	12174.00	11925.00
FBgn0001105	FBtr0074107,FBtr0074108,FBtr0074110,FBtr0074111,FBtr0331597,FBtr0346794	24415.00	34796.00	30670.00	33008.00	28998.00	29089.00
FBgn0001108	FBtr0075756	5212.00	4786.00	5598.00	5367.00	4828.00	5187.00
FBgn0001112	FBtr0081596,FBtr0472596	629.00	579.00	563.00	596.00	1064.00	443.00
FBgn0001114	FBtr0079727,FBtr0307091	644.00	198.00	246.00	118.00	72.00	105.00
FBgn0001120	FBtr0075697	1.00	0.00	0.00	0.00	2.00	1.00
FBgn0001122	FBtr0088264,FBtr0088265,FBtr0088266,FBtr0088267,FBtr0088268,FBtr0088269,FBtr0088270,FBtr0088271,FBtr0088272,FBtr0333064	1998.00	2145.00	2144.00	2263.00	1916.00	1989.00
FBgn0001123	FBtr0072142,FBtr0072143,FBtr0072144,FBtr0301411,FBtr0343279	5897.00	5526.00	6305.00	6254.00	6429.00	6521.00
FBgn0001124	FBtr0087231,FBtr0087232	6323.00	5631.00	7055.00	6229.00	6327.00	6896.00
FBgn0001125	FBtr0077867,FBtr0077868	9145.00	9091.00	9690.00	9640.00	8864.00	9176.00
FBgn0001128	FBtr0079146,FBtr0079147,FBtr0079148,FBtr0333228,FBtr0333229,FBtr0333230	1919.00	1468.00	1375.00	1736.00	1443.00	1416.00
FBgn0001133	FBtr0071548	1404.00	1365.00	1570.00	1538.00	1587.00	1651.00
FBgn0001134	FBtr0075139	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0001137	FBtr0079708	19.00	12.00	19.00	31.00	17.00	10.00
FBgn0001138	FBtr0081808,FBtr0300040,FBtr0330188	3415.00	4261.00	4823.00	4515.00	4258.00	4994.03
FBgn0001139	FBtr0084962,FBtr0084963,FBtr0084964,FBtr0084965,FBtr0084966,FBtr0302951,FBtr0302952,FBtr0305047,FBtr0337057,FBtr0339900	23102.00	26921.00	25074.00	27364.00	24716.00	23253.00
FBgn0001142	FBtr0078114,FBtr0078115,FBtr0300568	227.00	93.00	74.00	145.00	71.00	58.00
FBgn0001145	FBtr0073494,FBtr0073495,FBtr0073496,FBtr0343561,FBtr0343562,FBtr0343563	984.00	1848.00	1135.00	1332.00	880.00	1232.00
FBgn0001147	FBtr0072461	2.00	5.00	2.00	0.00	4.00	1.00
FBgn0001148	FBtr0072444	0.00	1.00	2.00	0.00	9.00	4.00
FBgn0001149	FBtr0082607,FBtr0100410	33965.00	35296.00	33280.00	36135.00	34620.00	33392.00
FBgn0001150	FBtr0070460	113.00	142.00	204.00	153.00	156.00	186.00
FBgn0001168	FBtr0076569,FBtr0100153	3528.00	4293.00	4359.00	4180.00	3312.00	4180.00
FBgn0001169	FBtr0083914,FBtr0083915,FBtr0083916,FBtr0083917	5593.00	4603.00	5708.00	5609.00	5453.00	5504.00
FBgn0001170	FBtr0079227	137.00	103.00	119.00	133.00	68.00	63.00
FBgn0001174	FBtr0114554	0.00	0.00	0.00	0.00	1.00	1.00
FBgn0001179	FBtr0076253,FBtr0114599	2212.00	2006.00	2311.08	2151.24	2430.00	2316.17
FBgn0001180	FBtr0081950,FBtr0081951	0.00	0.00	0.00	2.00	1.00	0.00
FBgn0001185	FBtr0080883,FBtr0335138	2595.00	2617.00	2866.00	2879.00	2820.00	2742.00
FBgn0001186	FBtr0071361,FBtr0071362,FBtr0333335	7826.00	9296.00	7651.00	8879.00	7087.00	6144.00
FBgn0001187	FBtr0087399	9.00	0.00	2.00	1.00	2.00	2.00
FBgn0001189	FBtr0070270,FBtr0333115	3662.00	3930.00	4117.00	3914.00	4582.00	4387.00
FBgn0001197	FBtr0085062,FBtr0334311	41743.00	43869.00	40806.00	48255.00	42783.00	38953.00
FBgn0001202	FBtr0081180	1584.00	1458.00	1767.00	1612.00	1771.00	1730.00
FBgn0001206	FBtr0071511	2612.00	2331.00	2478.00	2300.00	2470.00	2505.00
FBgn0001208	FBtr0076811,FBtr0100225,FBtr0334645,FBtr0334646	70.00	62.00	48.00	74.00	91.00	51.00
FBgn0001215	FBtr0085298,FBtr0085299,FBtr0085300,FBtr0085301,FBtr0085302,FBtr0085303	34171.00	36339.00	37399.00	38849.00	32756.00	33914.00
FBgn0001216	FBtr0075761,FBtr0075762,FBtr0075763	3.00	3.00	4.00	7.00	8.00	5.00
FBgn0001217	FBtr0082707	0.00	2.00	1.00	3.00	0.00	5.00
FBgn0001218	FBtr0073608,FBtr0073609,FBtr0073610,FBtr0073611,FBtr0345166	44087.00	50277.00	56341.00	58718.00	51905.00	52647.00
FBgn0001220	FBtr0087568,FBtr0339969	25052.00	21436.00	19245.00	21901.00	16108.00	15205.00
FBgn0001222	FBtr0086782,FBtr0110964,FBtr0110965,FBtr0110966	4124.00	3990.00	4490.00	4378.00	4349.00	4401.00
FBgn0001223	FBtr0100558,FBtr0100559	292.00	141.98	220.16	412.00	219.00	89.28
FBgn0001224	FBtr0076453,FBtr0309504	13862.00	15415.00	45338.00	23038.00	27320.00	48195.00
FBgn0001225	FBtr0076496,FBtr0346539	6881.00	5546.00	6666.00	9347.00	7960.00	5563.00
FBgn0001226	FBtr0076454,FBtr0346541	23319.00	32654.00	51601.00	41556.00	42521.00	54723.00
FBgn0001227	FBtr0076495	1566.00	2478.00	6838.00	3317.00	3904.00	7036.00
FBgn0001228	FBtr0100653,FBtr0100655,FBtr0303473,FBtr0303474	90.00	60.02	78.84	74.00	101.00	74.72
FBgn0001229	FBtr0076497	246.00	171.00	268.00	193.00	238.00	196.00
FBgn0001230	FBtr0084589	6115.00	2541.00	1987.00	4641.00	3123.00	964.00
FBgn0001233	FBtr0073040,FBtr0332873	221514.00	209195.00	164712.00	211600.00	106924.00	114971.00
FBgn0001234	FBtr0084057,FBtr0084058,FBtr0084059,FBtr0309958,FBtr0332373,FBtr0334316,FBtr0346801	3525.04	6797.00	4976.15	4827.19	10456.12	7526.00
FBgn0001235	FBtr0082255,FBtr0082256,FBtr0100454,FBtr0100455,FBtr0344145	28918.00	44360.00	47068.00	45882.00	43235.00	47789.00
FBgn0001247	FBtr0273273	5778.00	4877.00	5320.00	4964.00	5410.00	5040.00
FBgn0001248	FBtr0076667,FBtr0076668,FBtr0076669,FBtr0076670,FBtr0076671,FBtr0076673,FBtr0114548,FBtr0114549,FBtr0333058	20014.00	21667.00	26397.00	24036.00	25919.00	26050.00
FBgn0001250	FBtr0074357,FBtr0301352,FBtr0301353,FBtr0301354	5003.00	4424.00	4912.00	4523.00	5251.00	5391.00
FBgn0001253	FBtr0076606,FBtr0076607,FBtr0333057	1179.00	1461.00	2901.00	2030.00	2211.00	4183.00
FBgn0001254	FBtr0073141	7.00	313.00	16409.00	404.00	609.00	23627.00
FBgn0001255	FBtr0310412	96.00	172.00	694.00	234.00	272.00	851.00
FBgn0001256	FBtr0075842,FBtr0075843,FBtr0301405	5.00	4.00	11.00	4.00	13.00	16.00
FBgn0001257	FBtr0073248,FBtr0073249,FBtr0073250,FBtr0333569	4521.53	6816.64	5915.17	8504.96	5177.57	4575.41
FBgn0001258	FBtr0077008,FBtr0332065,FBtr0332066,FBtr0332067	2312.00	281.00	428.00	1563.00	281.00	569.00
FBgn0001259	FBtr0078183	2085.00	2003.00	3375.00	2319.00	2731.00	3234.00
FBgn0001263	FBtr0071909,FBtr0305132	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0001269	FBtr0088068,FBtr0088069,FBtr0345673	4004.00	4487.00	5118.00	4677.00	5424.00	5647.00
FBgn0001276	FBtr0088154	630.00	660.00	794.00	787.00	750.00	842.00
FBgn0001280	FBtr0085595,FBtr0085596,FBtr0085597	4524.00	5007.00	4913.00	5023.00	4787.00	4616.00
FBgn0001281	FBtr0085598	4.00	4.00	2.00	3.00	2.00	4.00
FBgn0001285	FBtr0088704,FBtr0345661	5.00	0.00	60.00	0.00	0.00	0.00
FBgn0001291	FBtr0088410,FBtr0088411,FBtr0330606	1762.00	1888.00	2170.00	1972.00	2056.00	2092.00
FBgn0001296	FBtr0082666,FBtr0302563	272.00	256.00	257.00	314.00	263.00	327.00
FBgn0001297	FBtr0099988,FBtr0099989,FBtr0099990,FBtr0290076,FBtr0339165	3781.00	3811.00	4374.00	4348.00	4367.00	4800.00
FBgn0001301	FBtr0081042,FBtr0081043	5881.00	4571.00	6021.00	5291.00	5676.00	5915.00
FBgn0001308	FBtr0087184	12692.00	11692.00	12784.00	13259.00	12048.00	12528.00
FBgn0001311	FBtr0078798,FBtr0078800,FBtr0301398	16591.00	18393.00	22534.00	21729.00	24491.00	24610.00
FBgn0001313	FBtr0346722	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0001316	FBtr0072565,FBtr0110818,FBtr0112807,FBtr0112808,FBtr0333850,FBtr0333851,FBtr0333852,FBtr0343526,FBtr0343527	33653.00	28115.00	39412.23	32947.00	43645.00	43497.16
FBgn0001319	FBtr0087465,FBtr0112809,FBtr0112810,FBtr0301400,FBtr0329882	497.00	687.00	985.00	594.00	983.00	1182.00
FBgn0001320	FBtr0078283,FBtr0344836	1455.00	1698.00	1933.00	1874.00	1929.00	1966.00
FBgn0001321	FBtr0082194	3658.00	4039.00	4928.00	4316.00	5196.00	5030.00
FBgn0001323	FBtr0078212,FBtr0346815	1023.00	1237.00	1409.00	1334.00	1411.00	1588.00
FBgn0001324	FBtr0074884,FBtr0304716	9786.00	7299.00	10253.00	8491.00	10372.00	10426.00
FBgn0001325	FBtr0072449,FBtr0333162	13.00	1.00	1.00	3.00	0.00	2.00
FBgn0001330	FBtr0070419,FBtr0342769	2473.00	2121.00	2168.00	2356.00	1789.00	1837.00
FBgn0001341	FBtr0070119	6006.00	5511.00	4579.00	5725.00	3883.00	3640.00
FBgn0001404	FBtr0070439,FBtr0070440,FBtr0340091	2885.00	3766.00	3641.00	3802.00	3597.00	3616.00
FBgn0001491	FBtr0073460	1512.00	1677.00	1512.00	1795.00	1506.00	1494.00
FBgn0001565	FBtr0077221,FBtr0343853	5227.00	5425.00	6425.00	5688.00	6619.00	6356.00
FBgn0001612	FBtr0073841	3799.00	3268.00	3682.00	3399.00	3506.00	3336.00
FBgn0001624	FBtr0073483,FBtr0073484,FBtr0073485,FBtr0073486,FBtr0073487,FBtr0073488,FBtr0073489,FBtr0073490,FBtr0073491,FBtr0073492,FBtr0112812,FBtr0112813,FBtr0301288,FBtr0301289,FBtr0302114,FBtr0308088,FBtr0308089,FBtr0330390,FBtr0333261,FBtr0333262,FBtr0333263	9528.00	9844.00	10640.00	10672.00	10913.00	10813.00
FBgn0001941	FBtr0079179,FBtr0332599	2773.00	3449.00	3276.00	3511.00	3447.00	3159.00
FBgn0001942	FBtr0079175,FBtr0079176,FBtr0079177,FBtr0079178,FBtr0307068,FBtr0331201	117389.00	119202.00	136557.00	131557.00	143634.00	137186.00
FBgn0001961	FBtr0080569,FBtr0080570	6674.00	6818.00	6815.00	7041.00	6386.00	6443.00
FBgn0001965	FBtr0080541	5735.00	4538.00	5627.00	5361.00	5642.00	5855.00
FBgn0001967	FBtr0290243	1.00	1.00	3.00	0.00	0.00	0.00
FBgn0001970	FBtr0080629	1003.00	1596.00	1647.00	1461.00	1520.00	1623.00
FBgn0001977	FBtr0080725	2903.00	2992.00	3221.00	3362.00	3222.00	3156.00
FBgn0001978	FBtr0080705,FBtr0080706,FBtr0332473,FBtr0332474	6305.00	6717.00	7126.00	6986.00	6550.00	6800.00
FBgn0001981	FBtr0080734	3358.00	2996.00	3216.00	3091.00	2502.00	2954.00
FBgn0001983	FBtr0080740	9.00	11.00	22.00	28.00	24.00	14.00
FBgn0001986	FBtr0080760	5036.00	4382.00	4413.00	4531.00	4104.00	3955.00
FBgn0001987	FBtr0080765,FBtr0080767,FBtr0080768,FBtr0080769,FBtr0343721	8965.00	9064.00	10564.00	9353.00	11542.00	11806.00
FBgn0001989	FBtr0080771,FBtr0343722	3463.00	3829.00	3245.00	3801.00	3598.00	3493.00
FBgn0001990	FBtr0080764,FBtr0331282	1231.00	1201.00	1355.00	1189.00	1620.00	1429.00
FBgn0001991	FBtr0332021,FBtr0332022,FBtr0332023,FBtr0332024,FBtr0332025,FBtr0479784,FBtr0479785,FBtr0479786,FBtr0479787,FBtr0479788	47.00	6.00	11.00	29.00	11.00	14.00
FBgn0001992	FBtr0080828,FBtr0343812	2.00	1.00	3.00	2.00	1.00	5.00
FBgn0001994	FBtr0080854,FBtr0343814	14955.00	14664.00	16218.00	15546.00	17828.00	15517.00
FBgn0001995	FBtr0080843	1985.00	1936.00	1908.00	2052.00	1980.00	1903.00
FBgn0002021	FBtr0081177	1768.00	1662.00	1630.00	1782.00	1713.00	1617.00
FBgn0002022	FBtr0081143	4466.00	6165.00	6508.00	6657.00	6421.00	6232.00
FBgn0002023	FBtr0081169,FBtr0081170,FBtr0309832,FBtr0309833,FBtr0309834,FBtr0309835,FBtr0329940	0.00	0.00	0.00	0.00	8.00	1.00
FBgn0002031	FBtr0081164,FBtr0081165,FBtr0346428	12740.00	13649.00	12304.00	13585.00	11378.00	10825.00
FBgn0002036	FBtr0081155	225.00	239.00	272.00	239.00	339.00	348.00
FBgn0002044	FBtr0081244,FBtr0081245,FBtr0331325,FBtr0331326	8644.00	8039.00	8618.00	9218.00	8135.00	8586.00
FBgn0002069	FBtr0087784,FBtr0332882,FBtr0339391	12761.11	12102.45	14074.21	13249.22	14141.15	13811.11
FBgn0002121	FBtr0078166,FBtr0078167,FBtr0078168,FBtr0078169,FBtr0078170,FBtr0078171,FBtr0306589,FBtr0306590,FBtr0306591,FBtr0306592,FBtr0330655	21086.00	15450.00	18311.00	17710.00	19997.00	18396.00
FBgn0002174	FBtr0089503,FBtr0089504,FBtr0089505,FBtr0306253,FBtr0344995	2909.00	3514.00	2867.00	3567.00	2749.00	2646.00
FBgn0002183	FBtr0072864,FBtr0072865	28006.00	24736.00	27915.00	27696.00	27823.00	25798.00
FBgn0002283	FBtr0075311,FBtr0307336	1218.00	1587.00	1560.00	1498.00	1477.00	1567.00
FBgn0002284	FBtr0075360	9567.00	9360.00	9065.00	9766.00	9492.00	8603.00
FBgn0002306	FBtr0081570,FBtr0081571,FBtr0334884,FBtr0334885	16084.00	16029.00	19027.00	17577.00	22822.00	22284.00
FBgn0002354	FBtr0082703	259.00	281.00	272.00	290.00	274.00	242.00
FBgn0002413	FBtr0085742,FBtr0085743,FBtr0085744,FBtr0334548,FBtr0473370	10688.00	10861.00	11129.00	11386.00	11010.00	10629.00
FBgn0002431	FBtr0082090,FBtr0339599	20384.00	12822.00	17543.00	14986.00	15846.00	15665.00
FBgn0002440	FBtr0077062,FBtr0346811,FBtr0346812	72.00	3.00	5.00	266.00	68.00	20.00
FBgn0002441	FBtr0085175	5146.00	5111.00	5422.00	5414.00	4899.00	4970.00
FBgn0002466	FBtr0075970,FBtr0332643	20641.79	14541.69	17497.78	16542.72	16852.78	15732.68
FBgn0002521	FBtr0089204,FBtr0089205	3523.00	3506.00	3943.00	3885.00	4118.00	3998.00
FBgn0002522	FBtr0081696,FBtr0308035	10.00	10.00	6.00	9.00	6.00	7.00
FBgn0002524	FBtr0080738,FBtr0343735	2892.00	3684.00	3368.00	3457.00	3681.00	3368.00
FBgn0002525	FBtr0079100,FBtr0307058,FBtr0307059,FBtr0346460	40744.00	39659.00	41465.00	43784.00	41201.00	39498.00
FBgn0002526	FBtr0077014	36029.00	29935.00	43490.00	34745.00	51297.00	48876.00
FBgn0002531	FBtr0088763,FBtr0333557	1224.36	12.00	128.00	2252.82	2574.35	702.47
FBgn0002533	FBtr0088761,FBtr0333556	2127.64	10.00	228.00	5948.18	2448.65	409.53
FBgn0002534	FBtr0088743,FBtr0333554	3133.00	34.00	522.00	9079.00	4163.00	526.00
FBgn0002535	FBtr0088744,FBtr0333555	3462.00	26.00	488.00	8667.00	3681.00	818.00
FBgn0002542	FBtr0081758	7423.00	5878.00	6923.00	6608.00	6895.00	6629.00
FBgn0002543	FBtr0077941,FBtr0329985	12633.61	13841.18	18405.45	16070.60	19865.59	20802.46
FBgn0002552	FBtr0088651	3688.00	3914.00	3892.00	4075.00	3725.00	3891.00
FBgn0002561	FBtr0070074	10.00	15.00	27.00	12.00	23.00	15.00
FBgn0002562	FBtr0073651	806.00	1133.00	300.00	1144.00	95.00	31.00
FBgn0002563	FBtr0078025,FBtr0345738	2605.00	2843.00	736.00	1944.00	225.00	115.00
FBgn0002564	FBtr0072463	1144.00	2989.00	502.00	1307.00	220.00	191.00
FBgn0002565	FBtr0089324,FBtr0345352	698.00	2342.00	323.00	812.00	96.00	32.00
FBgn0002566	FBtr0111123,FBtr0111125,FBtr0333519,FBtr0344082	3175.00	3115.00	3459.00	3284.00	3774.00	3720.00
FBgn0002567	FBtr0089931,FBtr0089932,FBtr0089933,FBtr0089934,FBtr0339369,FBtr0346635,FBtr0346636	410.00	365.00	333.00	419.00	297.00	311.00
FBgn0002569	FBtr0088747	1.00	1.00	0.00	0.00	0.00	0.00
FBgn0002570	FBtr0088759	45.00	0.00	0.00	0.00	5.00	0.00
FBgn0002571	FBtr0088758	13.00	1.00	237.00	2.00	7.00	0.00
FBgn0002573	FBtr0075862	12.00	5.00	89.00	17.00	21.00	108.00
FBgn0002576	FBtr0071320,FBtr0112814	3.00	1.00	2.00	0.00	1.00	0.00
FBgn0002577	FBtr0073555	146.00	212.00	141.00	168.00	156.00	107.00
FBgn0002578	FBtr0084957,FBtr0310083	12.00	2.00	8.00	1.00	9.00	4.00
FBgn0002579	FBtr0070155,FBtr0070156,FBtr0070157,FBtr0070158,FBtr0345321	63912.00	76092.00	72164.00	72383.00	85888.00	77912.00
FBgn0002590	FBtr0074406,FBtr0343292,FBtr0343293,FBtr0345132	119352.00	137150.00	139330.00	139170.00	151516.00	143662.00
FBgn0002592	FBtr0084981	1409.00	1725.00	2011.00	1750.00	1601.00	1852.00
FBgn0002593	FBtr0078056,FBtr0331932	106373.00	121842.00	120936.00	124916.00	132989.00	120327.00
FBgn0002609	FBtr0084958	2592.00	2775.00	2962.00	2803.00	3037.00	3191.00
FBgn0002622	FBtr0084410,FBtr0346349	102336.00	109995.00	118699.00	118563.00	129448.00	120468.00
FBgn0002626	FBtr0085592,FBtr0085593,FBtr0085594,FBtr0114555	62847.00	75283.00	69829.00	69210.00	83842.00	77428.00
FBgn0002629	FBtr0084980	523.00	815.00	1174.00	763.00	1274.00	1625.00
FBgn0002631	FBtr0084979	22.00	39.00	32.00	29.00	41.00	51.00
FBgn0002632	FBtr0084959	229.00	255.00	568.00	284.00	521.00	749.00
FBgn0002633	FBtr0084960	754.00	956.00	1525.00	1014.00	1618.00	1944.00
FBgn0002638	FBtr0077074,FBtr0077075,FBtr0077076	14112.00	15166.00	14642.00	15247.00	14199.00	13176.00
FBgn0002641	FBtr0077306,FBtr0344987	1843.00	1602.00	1983.00	1764.00	1925.00	1811.00
FBgn0002643	FBtr0087596,FBtr0087597,FBtr0087598,FBtr0339956	4908.00	5187.00	5949.00	5867.00	5597.00	5854.00
FBgn0002645	FBtr0085875,FBtr0085876,FBtr0334299	20179.00	15383.00	18336.00	16751.00	17073.00	17726.00
FBgn0002673	FBtr0080855,FBtr0331444,FBtr0331445,FBtr0331446	580.00	534.00	531.00	588.00	471.00	429.00
FBgn0002707	FBtr0070656,FBtr0343574	2193.35	1898.62	2384.89	2206.01	2475.64	2324.62
FBgn0002709	FBtr0100639,FBtr0100640,FBtr0299823,FBtr0303847	2303.82	2312.53	2431.86	2356.04	2649.46	2729.47
FBgn0002715	FBtr0071761,FBtr0342979	920.00	982.00	1053.00	965.00	965.00	1045.00
FBgn0002716	FBtr0086461	40.20	52.54	47.86	66.64	50.74	57.93
FBgn0002719	FBtr0082660,FBtr0082661,FBtr0330025	1717.00	980.00	1178.00	1279.00	1035.00	1087.00
FBgn0002723	FBtr0073521,FBtr0343585	1204.00	1483.00	1731.00	1475.00	1690.00	1723.00
FBgn0002732	FBtr0084956	1869.00	2832.00	4464.00	2915.00	4037.00	4771.00
FBgn0002733	FBtr0084982	3337.00	4174.00	4603.00	3818.00	4489.00	4981.00
FBgn0002734	FBtr0084954	575.00	670.00	876.00	701.00	583.00	726.00
FBgn0002735	FBtr0084955	573.00	660.00	515.00	526.00	493.00	495.00
FBgn0002736	FBtr0071569	4388.00	4394.00	4411.00	4758.00	4480.00	4092.00
FBgn0002772	FBtr0085195,FBtr0085196,FBtr0344131	4601.00	98.00	471.00	2677.00	359.00	897.00
FBgn0002773	FBtr0089747	17601.00	1479.00	2572.00	8523.00	2128.00	3187.00
FBgn0002774	FBtr0086031,FBtr0100576	5890.00	5803.00	6376.00	5832.00	6260.00	6592.00
FBgn0002775	FBtr0076926	1819.00	1856.00	1953.00	1708.00	1896.00	1980.00
FBgn0002778	FBtr0075626,FBtr0075627,FBtr0114529	2885.00	3463.00	2933.00	3371.00	3089.00	2871.00
FBgn0002780	FBtr0085874,FBtr0310268	33232.00	30692.00	28024.00	32054.00	24903.00	23098.00
FBgn0002781	FBtr0084060,FBtr0084061,FBtr0084062,FBtr0084063,FBtr0084064,FBtr0084065,FBtr0084066,FBtr0084067,FBtr0084068,FBtr0084069,FBtr0084070,FBtr0084071,FBtr0084072,FBtr0084073,FBtr0084074,FBtr0084075,FBtr0084077,FBtr0084078,FBtr0114359,FBtr0114360,FBtr0114361,FBtr0343765	30529.90	30551.18	33283.45	33558.90	33387.92	32743.59
FBgn0002783	FBtr0083238,FBtr0302550	24294.00	20862.00	24168.00	23417.00	24466.00	24351.00
FBgn0002787	FBtr0072290,FBtr0330237,FBtr0332921	9930.00	11145.00	10914.00	11815.00	9925.00	9998.00
FBgn0002789	FBtr0087745,FBtr0345532	2981.00	123.00	508.00	2333.00	428.00	1083.00
FBgn0002791	FBtr0072156	2772.00	2329.00	2971.00	2578.00	3167.00	3095.00
FBgn0002838	FBtr0085063	1.00	1.00	0.00	4.00	3.00	3.00
FBgn0002842	FBtr0078401	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0002855	FBtr0079155	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0002856	FBtr0079156,FBtr0079157,FBtr0342618	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0002862	FBtr0082884,FBtr0346062	10.00	7.00	11.00	17.00	12.00	8.00
FBgn0002863	FBtr0084561	0.00	0.00	0.00	2.00	0.00	0.00
FBgn0002865	FBtr0085277	0.00	0.00	0.00	0.00	0.00	15.00
FBgn0002868	FBtr0082158,FBtr0334686	548.00	251.00	190.00	232.00	171.00	131.00
FBgn0002869	FBtr0083890,FBtr0346152,FBtr0346153	7.00	0.00	0.00	0.00	1.00	0.00
FBgn0002872	FBtr0072856,FBtr0072857,FBtr0301465	4225.00	3549.00	4286.00	3841.00	4689.00	4294.00
FBgn0002873	FBtr0308325,FBtr0308326,FBtr0308327,FBtr0308328,FBtr0308329,FBtr0332621,FBtr0332622	16421.00	13670.00	15961.00	14007.00	14914.00	14233.00
FBgn0002878	FBtr0073817	2954.00	2370.00	2745.00	2797.00	2356.00	2405.00
FBgn0002887	FBtr0100473,FBtr0346117	1819.00	1745.00	1947.00	1746.00	1933.00	1836.00
FBgn0002891	FBtr0088831	1808.00	1762.00	2020.00	1670.00	2401.00	2147.00
FBgn0002899	FBtr0076689	2041.00	1703.00	1731.00	1925.00	1552.00	1492.00
FBgn0002901	FBtr0075122	951.00	802.00	1003.00	872.00	1071.00	991.00
FBgn0002905	FBtr0082662	2328.00	1986.00	2216.00	2167.00	1968.00	1993.00
FBgn0002906	FBtr0082434	2646.00	2399.00	2260.00	2602.00	2267.00	2134.00
FBgn0002909	FBtr0076839,FBtr0299690,FBtr0344453	1450.27	1289.83	1591.18	1469.22	1609.43	1429.29
FBgn0002914	FBtr0074169,FBtr0074170,FBtr0074171,FBtr0074173	10586.63	9593.11	10467.07	10534.58	10257.58	10292.35
FBgn0002917	FBtr0344822,FBtr0344823	12.00	22.00	13.00	8.00	18.00	13.00
FBgn0002921	FBtr0089509,FBtr0089510,FBtr0089511,FBtr0089512,FBtr0089513,FBtr0089514,FBtr0089515,FBtr0089516,FBtr0300191,FBtr0333324,FBtr0333325	29431.00	35072.00	42252.00	36834.00	45368.00	44633.00
FBgn0002922	FBtr0084472,FBtr0301445	6.00	15.00	18.00	14.00	17.00	32.00
FBgn0002924	FBtr0085534,FBtr0344976	8935.00	8467.00	8620.00	9241.00	8581.00	8137.00
FBgn0002926	FBtr0076984	0.00	1.00	0.00	0.00	2.00	0.00
FBgn0002930	FBtr0089052	61.00	97.00	85.00	110.00	70.00	74.00
FBgn0002931	FBtr0290323,FBtr0330637	1122.00	920.00	977.00	969.00	659.00	828.00
